SOURCE,LINEAR_FEATURE_ID,WATERBODY_POLY_ID,NAMED_WATERSHED_ID,GNIS_ID,GNIS_NAME,FWA_WATERSHED_CODE,WATERSHED_CODE_50K,AREA_HA,DOWNSTREAM_PATH,WATERBODY_TYPE,WATERSHED_GROUP_CODE,CENTROID_LATITUDE,CENTROID_LONGITUDE
BCFWA Lakes,,700177899,,21356,Dewar Lake,100-382626-976386-066809-061403,100-385000-98600-05600-0830,48.86298455,Five Mile Creek > Borland Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,52.19655793,-121.866025
BCFWA Lakes,,700177868,,22234,Dugan Lake,100-382626-976386-066809-061403,100-385000-98600-05600-0830,95.48203886,Five Mile Creek > Borland Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,52.16994964,-121.90428
BCFWA Lakes,,,,17592,Goldpan Lake,100-382626-976386-066809-061403,100-385000-98600-05600-0830,40.7666281,Five Mile Creek > Borland Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,52.17373581,-121.92258
BCFWA Lakes,,700177906,,14298,Cummings Lake,100-382626-976386-129195,100-385000-98600-06100,46.24371062,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,52.08674482,-121.952131
BCFWA Lakes,,,,37326,Mission Ponds,100-382626-976386-241491-095478,100-385000-98600-06100,2.915739808,Bruning Creek > Jones Creek > San Jose River > Williams Lake River > Fraser River,Pond,SAJR,52.08304541,-121.9254917
BCFWA Lakes,,,,37326,Mission Ponds,100-382626-976386-241491-095478,100-385000-98600-06100,10.33159212,Bruning Creek > Jones Creek > San Jose River > Williams Lake River > Fraser River,Pond,SAJR,52.08568296,-121.9316271
BCFWA Lakes,,,,37326,Mission Ponds,100-382626-976386-241491-095478,100-385000-98600-06100,13.68375602,Bruning Creek > Jones Creek > San Jose River > Williams Lake River > Fraser River,Pond,SAJR,52.08880668,-121.924294
BCFWA Lakes,,,,28850,Redeau Lake,100-382626-976386-241491-095478,100-385000-98600-06100,16.08787039,Bruning Creek > Jones Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,52.1031831,-121.8995222
BCFWA Lakes,,,,37326,Mission Ponds,100-382626-976386-241491-095478-252208,100-385000-98600-06100-4430,1.907725627,Bruning Creek > Jones Creek > San Jose River > Williams Lake River > Fraser River,Pond,SAJR,52.08851561,-121.9315974
BCFWA Lakes,,,,37326,Mission Ponds,100-382626-976386-241491-095478-071827,100-385000-98600-06100-4590,1.325990188,Bruning Creek > Jones Creek > San Jose River > Williams Lake River > Fraser River,Pond,SAJR,52.08183243,-121.9292857
BCFWA Lakes,,,,37326,Mission Ponds,100-382626-976386-241491-095478-071827,100-385000-98600-06100-4590,0.352443207,Bruning Creek > Jones Creek > San Jose River > Williams Lake River > Fraser River,Pond,SAJR,52.08277657,-121.9320779
BCFWA Lakes,,,,19105,Jones Lake,100-382626-976386-241491,100-385000-98600-22500,25.75191721,Jones Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,52.07854882,-121.8883824
BCFWA Lakes,,,,25532,McGuckin Lake,100-382626-976386-279283,100-385000-98600-25300,8.847808343,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,52.0460896,-121.9335427
BCFWA Lakes,,,,30399,Yellow Lake,100-382626-976386-279283,100-385000-98600-25300,16.834607,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,52.04689428,-121.9389402
BCFWA Lakes,,,,25678,Squawk Lake,100-382626-976386-451364,100-385000-98600-40900,173.3823013,Knife Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,52.03857159,-121.5920086
BCFWA Lakes,,,,34402,Murphy Lake,100-382626-976386-633919,100-385000-98600-60100,7.423860452,Murphy Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.92060405,-121.8231632
BCFWA Lakes,,700177910,,32733,Bobtail Lake,100-382626-976386-633919-421198,100-385000-98600-60100-6130,45.33550827,Island Creek > Murphy Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.89708346,-121.7987178
BCFWA Lakes,,,,34039,Island Lake,100-382626-976386-633919-421198,100-385000-98600-60100-6130,50.05711227,Island Creek > Murphy Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.8902888,-121.8235834
BCFWA Lakes,,,,34759,Parker Lake,100-382626-976386-633919-421198-451743,100-385000-98600-60100-6130-4810,39.33030639,Parker Creek > Island Creek > Murphy Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.89120769,-121.7735527
BCFWA Lakes,,,,34308,Maze Lake,100-382626-976386-708025-375633-335436,100-385000-98600-66300,64.45157735,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.94319421,-121.6934085
BCFWA Lakes,,,,35491,Walmith Lake,100-382626-976386-708025-375633-335436,100-385000-98600-66300,4.636600256,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.98777699,-121.5772058
BCFWA Lakes,,,,35577,Woodfrog Lake,100-382626-976386-780401,100-385000-98600-74361-3573-6260,4.586490137,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.88404687,-121.6631709
BCFWA Lakes,,700177915,,35981,Dingwall Lakes,100-382626-976386-781178-477030,100-385000-98600-75700,40.76558636,Dingwall Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.84180341,-121.7449963
BCFWA Lakes,,,,34068,Long Johnny Lake,100-382626-976386-781178-129330,100-385000-98600-75700-2980,22.73344406,Dingwall Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.85580117,-121.7051705
BCFWA Lakes,,,,34952,Phililloo Lake,100-382626-976386-808452,100-385000-98600-78700,147.8962121,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.83234669,-121.6830204
BCFWA Lakes,,700177972,,19670,Brushy Lake,100-382626-976386-855255-655305,100-385000-98600-84000,23.25802982,Helena Creek > Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.75078299,-121.5878028
BCFWA Lakes,,700177965,,19685,Camacho Lake,100-382626-976386-855255-655305,100-385000-98600-84000,25.69953539,Helena Creek > Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.77467041,-121.6122389
BCFWA Lakes,,700178043,,19688,Cambaceres Lake,100-382626-976386-855255-655305,100-385000-98600-84000,16.01472604,Helena Creek > Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.77054812,-121.5962986
BCFWA Lakes,,700178464,,35985,Cambyses Lake,100-382626-976386-855255-655305,100-385000-98600-84000,4.295199284,Helena Creek > Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.73961304,-121.5797198
BCFWA Lakes,,700178123,,33560,Camden Lake,100-382626-976386-855255-655305,100-385000-98600-84000,9.864845958,Helena Creek > Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.73712415,-121.5878613
BCFWA Lakes,,,,32878,Enterprise Lake,100-382626-976386-855255-655305,100-385000-98600-84000,6.563462925,Helena Creek > Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.73225324,-121.5664135
BCFWA Lakes,,,,33613,Hale Lake,100-382626-976386-855255,100-385000-98600-84000,12.34401109,Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.77054094,-121.6360363
BCFWA Lakes,,,,33773,Helena Lake,100-382626-976386-855255,100-385000-98600-84000,245.5405506,Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.7884043,-121.6403394
BCFWA Lakes,,,,34390,Muench Lake,100-382626-976386-855255,100-385000-98600-84000,4.466980201,Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.75902943,-121.6285802
BCFWA Lakes,,,,34390,Muench Lake,100-382626-976386-855255-921959,100-385000-98600-84000-5600,6.717458143,Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.75676503,-121.6242953
BCFWA Lakes,,,,26622,Rock Lake,100-382626-976386-855255-821918,100-385000-98600-84000-5600-1970,20.79956085,Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.66810309,-121.6710754
BCFWA Lakes,,,,19795,Fish Lake,100-382626-976386-855255-821918-778918,100-385000-98600-84000-5600-7442-591-590-528-685-547,13.00589551,Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.66531346,-121.6608658
BCFWA Lakes,,700178043,,19688,Cambaceres Lake,100-382626-976386-855255-655305-266833,100-385000-98600-84000-7470,11.98262792,Helena Creek > Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.77186435,-121.5902128
BCFWA Lakes,,,,35451,Thirsty Lake,100-382626-976386-877267-589864,100-385000-98600-85700-3050,26.0659504,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.87825199,-121.5494004
BCFWA Lakes,,,,34276,Marling Lake,100-382626-976386-877267,100-385000-98600-86500,20.10626167,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.86352325,-121.5739441
BCFWA Lakes,,700177892,,32851,Bearpaw Lake,100-382626-976386-877267-911425,100-385000-98600-86500-7210,53.70077264,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.87417817,-121.4906204
BCFWA Lakes,,700179586,,33513,Bryne Lake,100-382626-976386-981182,100-385000-98600-88700,1.429848324,Husham Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.78883841,-121.4981651
BCFWA Lakes,,700179543,,33990,Cope Lake,100-382626-976386-981182,100-385000-98600-88700,1.484922543,Husham Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.78876931,-121.4929432
BCFWA Lakes,,,,34374,Morrison Lake,100-382626-976386-962250-250876,100-385000-98600-95800,2.592413767,Morrison Creek > 117 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.83366775,-121.4830479
BCFWA Lakes,,,,34436,Nash Lake,100-382626-976386-962250-250876-588448,100-385000-98600-95800,1.587298708,Morrison Creek > 117 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.83045227,-121.4769764
BCFWA Lakes,,,,37619,Stack Lake,100-382626-976386-962250,100-385000-98600-95800,4.04161311,117 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.82940916,-121.4560987
BCFWA Lakes,,700177964,,32444,Dixon Lake,100-382626-976386-941669-342514,100-385000-98600-96100,25.71563291,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.7917131,-121.5141087
BCFWA Lakes,,,,33465,Goose Lake,100-382626-976386-986043,100-385000-98600-98400,26.60159729,Goose Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.76928022,-121.4647726
BCFWA Lakes,,,,34946,Pete Kitchen Lake,100-382626-976386-983622,100-385000-98600-98500,7.108269244,San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.80330749,-121.4007402
BCFWA Lakes,,700177857,,33918,Chub Lake,100-382626-976386-989505,100-385000-98600-98900,151.5937431,111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.8051948,-121.2930094
BCFWA Lakes,,,,35613,Lake of The Trees,100-382626-976386-989505,100-385000-98600-98900,90.1851919,111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.82901857,-121.1846763
BCFWA Lakes,,,,35762,Spring Lake,100-382626-976386-989505,100-385000-98600-98900,152.5357505,111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.80841752,-121.2160698
BCFWA Lakes,,,,3456,Wilcox Lake,100-382626-976386-989505,100-385000-98600-98900,38.46856172,111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.81823015,-121.142751
BCFWA Lakes,,700177908,,39414,105 Mile Lake,100-382626-976386-989505-130155,100-385000-98600-98900-1130,46.12330089,Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.71396689,-121.3275486
BCFWA Lakes,,,,36432,Elliot Lake,100-382626-976386-989505-130155-856392,100-385000-98600-98900-1130,9.725992233,Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.70553606,-121.3238627
BCFWA Lakes,,,,35518,Watson Lake,100-382626-976386-989505-130155,100-385000-98600-98900-1130,118.0037899,Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.70676269,-121.3435387
BCFWA Lakes,,700177944,,3230,Abel Lake,100-382626-976386-989505-130155-088720,100-385000-98600-98900-1130-0480,30.45160592,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.70733829,-121.4123582
BCFWA Lakes,,,,33399,Lily Pad Lake,100-382626-976386-989505-130155-088720,100-385000-98600-98900-1130-0480,110.1219326,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.73425414,-121.4177074
BCFWA Lakes,,,,35150,Tad Lake,100-382626-976386-989505-130155-088720,100-385000-98600-98900-1130-0480,33.68887676,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.70782133,-121.4443066
BCFWA Lakes,,,,3370,McKinlay Lake,100-382626-976386-989505-130155-088720-564260-420789,100-385000-98600-98900-1130-0480-139,20.7502665,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.73481239,-121.4753532
BCFWA Lakes,,,,34712,Savon Lake,100-382626-976386-989505-130155-088720-446743,100-385000-98600-98900-1130-0480-276,11.27247207,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.68215995,-121.3724438
BCFWA Lakes,,,,34652,Mirage Lake,100-382626-976386-989505-130155-088720-564260,100-385000-98600-98900-1130-0480-447,59.79620209,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.7235469,-121.471519
BCFWA Lakes,,700007816,,11152,Beaverlodge Lakes,100-382626-976386-989505-130155-088720-989333-727312,100-385000-98600-98900-1130-0480-886,3.663702547,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.63864563,-121.6250758
BCFWA Lakes,,700007816,,11152,Beaverlodge Lakes,100-382626-976386-989505-130155-088720-989333-727312,100-385000-98600-98900-1130-0480-886,0.784076785,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.63933801,-121.6283164
BCFWA Lakes,,700177993,,7000008,CanoeLake,100-382626-976386-989505-130155-088720-989333,100-385000-98600-98900-1130-0480-886,20.5169528,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.62882613,-121.5944885
BCFWA Lakes,,700178029,,20615,Deer Lake,100-382626-976386-989505-130155-088720-989333,100-385000-98600-98900-1130-0480-886,16.93428205,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.64149003,-121.5937892
BCFWA Lakes,,,,11022,Grebe Lake,100-382626-976386-989505-130155-088720-989333,100-385000-98600-98900-1130-0480-886,9.876113651,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.63163289,-121.587287
BCFWA Lakes,,,,21654,Hummer Lake,100-382626-976386-855255-821918-927579,100-385000-98600-98900-1130-0480-886,4.199043091,Muench Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.66516087,-121.6773338
BCFWA Lakes,,,,17513,Long Lake,100-382626-976386-989505-130155-088720-989333-727312,100-385000-98600-98900-1130-0480-886,38.02848277,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.63341329,-121.6091825
BCFWA Lakes,,,,14876,Moose Lake,100-382626-976386-989505-130155-088720-989333,100-385000-98600-98900-1130-0480-886,27.65861891,Rock Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.63558445,-121.5923778
BCFWA Lakes,,700177858,,39410,108 Mile Lake,100-382626-976386-989505-130155-462324,100-385000-98600-98900-1130-4340,149.3369352,Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.74398176,-121.3608019
BCFWA Lakes,,,,35835,Sucker Lake,100-382626-976386-989505-130155-462324,100-385000-98600-98900-1130-4340,46.58329568,Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.75611526,-121.3119746
BCFWA Lakes,,,,35635,Tubbs Lake,100-382626-976386-989505-130155-462324,100-385000-98600-98900-1130-4340,103.4976569,Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.77321786,-121.2729202
BCFWA Lakes,,,,3403,Sepa Lake,100-382626-976386-989505-130155-462324-173566,100-385000-98600-98900-1130-4340-177,20.48950273,Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.73409101,-121.3522214
BCFWA Lakes,,700178118,,33714,Carment Lakes,100-382626-976386-989505-130155-989448,100-385000-98600-98900-1130-8160,12.1019487,Tatton Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.720602,-121.2686612
BCFWA Lakes,,,,35118,Simon Lake,100-382626-976386-989505-130155-989448,100-385000-98600-98900-1130-8160,81.62528915,Tatton Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.72604578,-121.2434316
BCFWA Lakes,,,,35178,Tatton Lake,100-382626-976386-989505-130155-989448,100-385000-98600-98900-1130-8160,44.74908745,Tatton Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.72178352,-121.2919911
BCFWA Lakes,,700178118,,33714,Carment Lakes,100-382626-976386-989505-130155-989448-251690-216891,100-385000-98600-98900-1130-8160-441-215,10.11091706,Tatton Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.72482594,-121.2702089
BCFWA Lakes,,,,6927,Milch Lakes,100-382626-976386-989505-130155-989448-731465,100-385000-98600-98900-1130-8160-542-837,4.869107744,Tatton Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.73013653,-121.2231542
BCFWA Lakes,,700177907,,39418,103 Mile Lake,100-382626-976386-989505-130155-851197,100-385000-98600-98900-1130-9070,46.35270927,Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.68524031,-121.2985209
BCFWA Lakes,,,,33117,Foxtail Lake,100-382626-976386-989505-130155-851197-986048,100-385000-98600-98900-1130-9070,0.374013414,Foxtail Creek > Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,,51.68822259,-121.2572298
BCFWA Lakes,,700016510,,34210,Davy Lake,100-382626-976386-989505-130155-851197-970712,100-385000-98600-98900-1130-9070-211,2.444435459,Watson Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.66835059,-121.2626171
BCFWA Lakes,,,,35411,Soda Lake,100-382626-976386-989505-201525,100-385000-98600-98900-1870,61.94093512,111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.77771901,-121.3460664
BCFWA Lakes,,,,37549,Larsen Lake,100-382626-976386-989505-338536,100-385000-98600-98900-3420,16.64209544,Rail Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.80950804,-121.3549876
BCFWA Lakes,,,,34516,Ogden Lake,100-382626-976386-989505-338536,100-385000-98600-98900-3420,1.569863572,Rail Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.87407461,-121.4351349
BCFWA Lakes,,,,34851,Rail Lake,100-382626-976386-989505-338536,100-385000-98600-98900-3420,229.8644052,Rail Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.94595,-121.4704423
BCFWA Lakes,,,,35692,Whitehorse Lake,100-382626-976386-989505-338536,100-385000-98600-98900-3420,43.2498138,Rail Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.83482114,-121.4009515
BCFWA Lakes,,,,36923,Sherman Lake,100-382626-976386-989505-338536-206768,100-385000-98600-98900-3420-2290,7.707335191,Rail Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.84194679,-121.3751754
BCFWA Lakes,,,,33509,Greeny Lake,100-382626-976386-989505-518720-963559-351715,100-385000-98600-98900-3420-2290-719,77.9303952,Timothy Creek > Dempsey Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.85119365,-121.3475434
BCFWA Lakes,,,,34041,Itautso Lake,100-382626-976386-989505-338536-424686,100-385000-98600-98900-3420-4680-035,31.69799765,Rail Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.86651436,-121.4525207
BCFWA Lakes,,,,34111,MacDougall Lake,100-382626-976386-989505-338536-644198,100-385000-98600-98900-3420-7040,23.24347875,Rail Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.90434591,-121.4525583
BCFWA Lakes,,700178212,,33945,Club Lake,100-382626-976386-989505-428113,100-385000-98600-98900-4260,7.169259088,111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.82072794,-121.3400372
BCFWA Lakes,,700177874,,34340,Dempsey Lake,100-382626-976386-989505-518720,100-385000-98600-98900-5160,86.63946795,Dempsey Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.83068902,-121.23272
BCFWA Lakes,,,,35477,Timothy Lake,100-382626-976386-989505-518720-963559,100-385000-98600-98900-5160,447.3329986,Timothy Creek > Dempsey Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.85144762,-121.2609397
BCFWA Lakes,,,,38060,Sneezie Lake,100-382626-976386-989505-518720-963559-060029,100-385000-98600-98900-5160-5530,42.29432122,Timothy Creek > Dempsey Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.85920742,-121.2100793
BCFWA Lakes,,,,34694,Sand Hill Lake,100-382626-976386-989505-518720-963559-566227,100-385000-98600-98900-5160-9760-266,0.85105604,Timothy Creek > Dempsey Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.89055183,-121.3487587
BCFWA Lakes,,,,33102,Fly Lake,100-382626-976386-989505-518720-963559-662229-341991,100-385000-98600-98900-5160-9760-386-255,9.540095867,Timothy Creek > Dempsey Creek > 111 Mile Creek > San Jose River > Williams Lake River > Fraser River,Lake,SAJR,51.90622571,-121.314527
BCFWA Lakes,,700209609,,10126,Buckskin Lake,100-391053,100-393400,40.46928736,Buckskin Creek > Fraser River,Lake,TWAC,52.23842569,-122.3185813
BCFWA Lakes,,,,26880,White Lake,100-391053,100-393400,49.86846951,Buckskin Creek > Fraser River,Lake,TWAC,52.20230951,-122.3430093
BCFWA Lakes,,,,24216,O'Keefe Lake,100-394295,100-396700,5.4263672,Hawks Creek > Fraser River,Lake,TWAC,52.22523286,-121.8621771
BCFWA Lakes,,,,23026,Spokin Lake,100-394295,100-396700,185.6276102,Hawks Creek > Fraser River,Lake,TWAC,52.17733053,-121.7640851
BCFWA Lakes,,,,36139,Hall Lake,100-396834-718339,100-396700-16900,6.362991742,Soda Creek > Fraser River,Lake,TWAC,52.32931381,-122.1142358
BCFWA Lakes,,,,19227,Lyne Lake,100-396834-718339,100-396700-16900,13.97518073,Soda Creek > Fraser River,Lake,TWAC,52.32935279,-122.0309767
BCFWA Lakes,,,,27354,Smith Lake,100-396834-718339,100-396700-16900,4.76613733,Soda Creek > Fraser River,Lake,TWAC,52.32160983,-122.0366584
BCFWA Lakes,,,,29579,Minton Lake,100-394295-261397,100-396700-26100,10.18118005,Minton Creek > Hawks Creek > Fraser River,Lake,TWAC,52.19939904,-122.0548351
BCFWA Lakes,,,,14431,Hansen Slough,100-394295-295494,100-396700-29100,1.074256051,South Hawks Creek > Hawks Creek > Fraser River,Slough,TWAC,52.22106696,-121.8759408
BCFWA Lakes,,,,14431,Hansen Slough,100-394295-295494,100-396700-29100,2.066609965,South Hawks Creek > Hawks Creek > Fraser River,Slough,TWAC,52.22312507,-121.8786358
BCFWA Lakes,,,,24993,Seven Mile Lake,100-394295-295494,100-396700-29100,42.64106239,South Hawks Creek > Hawks Creek > Fraser River,Lake,TWAC,52.21802059,-121.8937438
BCFWA Lakes,,,,11792,Forest Lake,100-394295-401315,100-396700-41100-39500,98.13304746,Hawks Creek > Fraser River,Lake,TWAC,52.29450068,-122.0372083
BCFWA Lakes,,,,27220,Skulow Lake,100-394295-531975,100-396700-54600,37.56533086,Hawks Creek > Fraser River,Lake,TWAC,52.30857265,-121.900617
BCFWA Lakes,,,,19156,Jug Lake,100-394295-612000-333261,100-396700-62600,17.20438756,Jug Creek > Bottle Creek > Hawks Creek > Fraser River,Lake,TWAC,52.27657435,-121.8811887
BCFWA Lakes,,700210883,,10008,Anders Lake,100-394295-686451-840215,100-396700-63100,1.301504088,Anders Creek > Hawks Creek > Fraser River,Lake,TWAC,52.28485605,-121.799504
BCFWA Lakes,,700209608,,10606,Bunting Lake,100-394295-686451,100-396700-63100,40.86867716,Hawks Creek > Fraser River,Lake,TWAC,52.26231233,-121.8556405
BCFWA Lakes,,700209572,,11107,Beaux Yeux Lake,100-394295-772245,100-396700-79900,94.63631369,Roselake Creek > Hawks Creek > Fraser River,Lake,TWAC,52.25283214,-121.7135
BCFWA Lakes,,,,27460,Rose Lake,100-394295-772245,100-396700-79900,181.9698712,Roselake Creek > Hawks Creek > Fraser River,Lake,TWAC,52.24473273,-121.7643023
BCFWA Lakes,,,,26799,Wheatley Lake,100-394295-772245,100-396700-79900,5.373089458,Roselake Creek > Hawks Creek > Fraser River,Lake,TWAC,52.24100931,-121.7300544
BCFWA Lakes,,700209674,,10099,Buchanan Lake,100-394295-772245-056628,100-396700-79900-10100,21.96217106,Roselake Creek > Hawks Creek > Fraser River,Lake,TWAC,52.21096863,-121.8006383
BCFWA Lakes,,,,6617,Twin Lake,100-394295-772245-156916,100-396700-79900-23700,25.4913867,Twin Lake Creek > Roselake Creek > Hawks Creek > Fraser River,Lake,TWAC,52.22235147,-121.777453
BCFWA Lakes,,,,6617,Twin Lake,100-394295-772245-156916,100-396700-79900-23700,25.47301775,Twin Lake Creek > Roselake Creek > Hawks Creek > Fraser River,Lake,TWAC,52.21853189,-121.7612336
BCFWA Lakes,,,,12013,Kilgore Lake,100-394295-772245-446841,100-396700-79900-64800,24.58910247,Kilgore Creek > Roselake Creek > Hawks Creek > Fraser River,Lake,TWAC,52.21722582,-121.7204437
BCFWA Lakes,,,,39727,Miocene Lake,100-394295-772245-451395,100-396700-79900-66800,12.7989394,Wheatley Creek > Roselake Creek > Hawks Creek > Fraser River,Lake,TWAC,52.23397297,-121.6996487
BCFWA Lakes,,700209749,,12804,Coyote Lake,100-394370-731523,100-396800,13.83157462,Coyote Creek > Fraser River,Lake,TWAC,52.26971316,-122.3497273
BCFWA Lakes,,,,10688,Egg Lake,100-396533-550506,100-398800,2.70887075,Fraser River,Lake,TWAC,52.32360013,-122.2508165
BCFWA Lakes,,700209798,,36166,Croan Lake,100-396834,100-399200,10.68981694,Soda Creek > Fraser River,Lake,TWAC,52.35924447,-122.1167736
